true_label,risk_score,classification,severity,ae_flagged,km_flagged
DDOS-UDP_FLOOD,0.4873,ROGUE,HIGH,True,False
DNS_SPOOFING,0.2516,KNOWN,LOW,False,False
DOS-SYN_FLOOD,0.5543,ROGUE,HIGH,True,False
DDOS-ICMP_FLOOD,0.3,KNOWN,LOW,True,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
MIRAI-GREIP_FLOOD,0.3,KNOWN,LOW,True,False
RECON-PORTSCAN,0.4936,ROGUE,HIGH,True,False
DDOS-SYN_FLOOD,0.5399,ROGUE,HIGH,True,False
DNS_SPOOFING,0.4638,ROGUE,HIGH,True,False
DDOS-TCP_FLOOD,0.3204,SUSPECT,MEDIUM,True,False
VULNERABILITYSCAN,0.1461,KNOWN,LOW,False,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
MIRAI-GREIP_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-UDP_FLOOD,0.3468,SUSPECT,MEDIUM,True,False
DOS-SYN_FLOOD,0.5551,ROGUE,HIGH,True,False
DDOS-RSTFINFLOOD,0.3,KNOWN,LOW,True,False
DDOS-HTTP_FLOOD,0.3018,KNOWN,LOW,True,False
DDOS-PSHACK_FLOOD,0.3,KNOWN,LOW,True,False
DOS-SYN_FLOOD,0.5323,ROGUE,HIGH,True,False
DOS-SYN_FLOOD,0.3388,SUSPECT,MEDIUM,True,False
DDOS-ICMP_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-SYNONYMOUSIP_FLOOD,0.4532,ROGUE,HIGH,True,False
DOS-UDP_FLOOD,0.3,KNOWN,LOW,True,False
MITM-ARPSPOOFING,0.2236,KNOWN,LOW,False,False
DOS-TCP_FLOOD,0.4344,SUSPECT,MEDIUM,True,False
DDOS-SYNONYMOUSIP_FLOOD,0.4296,SUSPECT,MEDIUM,True,False
BENIGN,0.0797,KNOWN,LOW,False,False
VULNERABILITYSCAN,0.1934,KNOWN,LOW,False,False
DDOS-ICMP_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-SYN_FLOOD,0.3332,SUSPECT,MEDIUM,True,False
MIRAI-GREETH_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-UDP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
MITM-ARPSPOOFING,0.0885,KNOWN,LOW,False,False
DDOS-TCP_FLOOD,0.4712,ROGUE,HIGH,True,False
MIRAI-GREETH_FLOOD,0.3,KNOWN,LOW,True,False
RECON-HOSTDISCOVERY,0.4216,SUSPECT,MEDIUM,True,False
DOS-TCP_FLOOD,0.3384,SUSPECT,MEDIUM,True,False
DDOS-UDP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-SYNONYMOUSIP_FLOOD,0.4864,ROGUE,HIGH,True,False
DDOS-SYNONYMOUSIP_FLOOD,0.5379,ROGUE,HIGH,True,False
DDOS-UDP_FLOOD,0.4717,ROGUE,HIGH,True,False
RECON-HOSTDISCOVERY,0.3872,SUSPECT,MEDIUM,True,False
RECON-PORTSCAN,0.4762,ROGUE,HIGH,False,True
DOS-SYN_FLOOD,0.3296,SUSPECT,MEDIUM,True,False
DDOS-SYN_FLOOD,0.4687,ROGUE,HIGH,True,False
BENIGN,0.0896,KNOWN,LOW,False,False
DDOS-RSTFINFLOOD,0.3,KNOWN,LOW,True,False
DOS-TCP_FLOOD,0.4969,ROGUE,HIGH,True,False
MITM-ARPSPOOFING,0.3143,SUSPECT,MEDIUM,True,False
VULNERABILITYSCAN,0.372,SUSPECT,MEDIUM,True,False
DDOS-TCP_FLOOD,0.4543,ROGUE,HIGH,True,False
DDOS-ICMP_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-PSHACK_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-ACK_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-HTTP_FLOOD,0.3001,KNOWN,LOW,True,False
DDOS-ICMP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-UDP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-UDP_FLOOD,0.3231,SUSPECT,MEDIUM,True,False
VULNERABILITYSCAN,0.1588,KNOWN,LOW,False,False
DDOS-ICMP_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-PSHACK_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-UDP_FLOOD,0.3737,SUSPECT,MEDIUM,True,False
DOS-UDP_FLOOD,0.3745,SUSPECT,MEDIUM,True,False
DOS-SYN_FLOOD,0.4566,ROGUE,HIGH,True,False
DOS-TCP_FLOOD,0.4582,ROGUE,HIGH,True,False
BENIGN,0.5068,ROGUE,HIGH,False,True
RECON-PORTSCAN,0.4233,SUSPECT,MEDIUM,False,True
BENIGN,0.0716,KNOWN,LOW,False,False
BENIGN,0.1945,KNOWN,LOW,False,False
DDOS-TCP_FLOOD,0.4607,ROGUE,HIGH,True,False
DOS-SYN_FLOOD,0.5297,ROGUE,HIGH,True,False
DDOS-SYNONYMOUSIP_FLOOD,0.5503,ROGUE,HIGH,True,False
DOS-TCP_FLOOD,0.4369,SUSPECT,MEDIUM,True,False
DDOS-UDP_FLOOD,0.4849,ROGUE,HIGH,True,False
DDOS-UDP_FLOOD,0.4188,SUSPECT,MEDIUM,True,False
DDOS-UDP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-ICMP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
MIRAI-GREIP_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-UDP_FLOOD,0.4966,ROGUE,HIGH,True,False
DDOS-ICMP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
BENIGN,0.0209,KNOWN,LOW,False,False
RECON-HOSTDISCOVERY,0.7022,ROGUE,CRITICAL,True,True
DDOS-UDP_FLOOD,0.3014,KNOWN,LOW,True,False
DDOS-ICMP_FLOOD,0.3,KNOWN,LOW,True,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
DDOS-RSTFINFLOOD,0.3,KNOWN,LOW,True,False
DDOS-SYNONYMOUSIP_FLOOD,0.4687,ROGUE,HIGH,True,False
DDOS-TCP_FLOOD,0.5,ROGUE,HIGH,True,False
DOS-HTTP_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-RSTFINFLOOD,0.3,KNOWN,LOW,True,False
DDOS-TCP_FLOOD,0.4856,ROGUE,HIGH,True,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
BENIGN,0.2071,KNOWN,LOW,False,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
BENIGN,0.1332,KNOWN,LOW,False,False
MIRAI-GREETH_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-ACK_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DOS-HTTP_FLOOD,0.3,KNOWN,LOW,True,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
BENIGN,0.0238,KNOWN,LOW,False,False
DOS-TCP_FLOOD,0.4595,ROGUE,HIGH,True,False
DOS-SYN_FLOOD,0.545,ROGUE,HIGH,True,False
DNS_SPOOFING,0.4346,SUSPECT,MEDIUM,True,False
MIRAI-GREETH_FLOOD,0.3,KNOWN,LOW,True,False
MITM-ARPSPOOFING,0.2166,KNOWN,LOW,False,False
DDOS-ICMP_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-SYN_FLOOD,0.4715,ROGUE,HIGH,True,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
MIRAI-GREETH_FLOOD,0.3,KNOWN,LOW,True,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
DOS-UDP_FLOOD,0.3,KNOWN,LOW,True,False
DOS-SYN_FLOOD,0.5452,ROGUE,HIGH,True,False
DDOS-ACK_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-UDP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
DDOS-UDP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-ICMP_FLOOD,0.3,KNOWN,LOW,True,False
DOS-UDP_FLOOD,0.4751,ROGUE,HIGH,True,False
DOS-TCP_FLOOD,0.469,ROGUE,HIGH,True,False
DDOS-PSHACK_FLOOD,0.3,KNOWN,LOW,True,False
DOS-SYN_FLOOD,0.5011,ROGUE,HIGH,True,False
DDOS-ICMP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
BENIGN,0.0836,KNOWN,LOW,False,False
DOS-TCP_FLOOD,0.4216,SUSPECT,MEDIUM,True,False
MIRAI-GREIP_FLOOD,0.3,KNOWN,LOW,True,False
DOS-TCP_FLOOD,0.4963,ROGUE,HIGH,True,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
DNS_SPOOFING,0.1869,KNOWN,LOW,False,False
DDOS-UDP_FLOOD,0.495,ROGUE,HIGH,True,False
MIRAI-GREIP_FLOOD,0.3,KNOWN,LOW,True,False
DOS-UDP_FLOOD,0.4935,ROGUE,HIGH,True,False
BENIGN,0.216,KNOWN,LOW,False,False
DDOS-ACK_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-PSHACK_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-SYNONYMOUSIP_FLOOD,0.5585,ROGUE,HIGH,True,False
DDOS-ICMP_FLOOD,0.3,KNOWN,LOW,True,False
MITM-ARPSPOOFING,0.6143,ROGUE,HIGH,True,True
VULNERABILITYSCAN,0.1502,KNOWN,LOW,False,False
DOS-SYN_FLOOD,0.5572,ROGUE,HIGH,True,False
MITM-ARPSPOOFING,0.3472,SUSPECT,MEDIUM,True,False
DDOS-SYN_FLOOD,0.4876,ROGUE,HIGH,True,False
VULNERABILITYSCAN,0.0356,KNOWN,LOW,False,False
MIRAI-GREETH_FLOOD,0.3002,KNOWN,LOW,True,False
DDOS-SYNONYMOUSIP_FLOOD,0.5449,ROGUE,HIGH,True,False
DOS-TCP_FLOOD,0.4441,ROGUE,HIGH,True,False
DDOS-UDP_FLOOD,0.331,SUSPECT,MEDIUM,True,False
DDOS-ICMP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DOS-SYN_FLOOD,0.4694,ROGUE,HIGH,True,False
DOS-SYN_FLOOD,0.4958,ROGUE,HIGH,True,False
DDOS-UDP_FLOOD,0.4911,ROGUE,HIGH,True,False
DDOS-RSTFINFLOOD,0.3,KNOWN,LOW,True,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
DDOS-RSTFINFLOOD,0.3,KNOWN,LOW,True,False
DDOS-ICMP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-UDP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
MITM-ARPSPOOFING,0.1388,KNOWN,LOW,False,False
DDOS-RSTFINFLOOD,0.3,KNOWN,LOW,True,False
DOS-UDP_FLOOD,0.4911,ROGUE,HIGH,True,False
DOS-TCP_FLOOD,0.3001,KNOWN,LOW,True,False
DOS-UDP_FLOOD,0.3287,SUSPECT,MEDIUM,True,False
MIRAI-GREIP_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-UDP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-SYN_FLOOD,0.5435,ROGUE,HIGH,True,False
DDOS-PSHACK_FLOOD,0.3,KNOWN,LOW,True,False
DOS-TCP_FLOOD,0.4846,ROGUE,HIGH,True,False
VULNERABILITYSCAN,0.4777,ROGUE,HIGH,True,False
DOS-SYN_FLOOD,0.5445,ROGUE,HIGH,True,False
DOS-SYN_FLOOD,0.5388,ROGUE,HIGH,True,False
MIRAI-GREETH_FLOOD,0.3,KNOWN,LOW,True,False
MIRAI-GREETH_FLOOD,0.3,KNOWN,LOW,True,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
DDOS-SYNONYMOUSIP_FLOOD,0.5606,ROGUE,HIGH,True,False
DDOS-PSHACK_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-TCP_FLOOD,0.483,ROGUE,HIGH,True,False
MIRAI-GREETH_FLOOD,0.3,KNOWN,LOW,True,False
VULNERABILITYSCAN,0.2218,KNOWN,LOW,False,False
DDOS-UDP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-SYNONYMOUSIP_FLOOD,0.5509,ROGUE,HIGH,True,False
DDOS-SYNONYMOUSIP_FLOOD,0.4658,ROGUE,HIGH,True,False
DOS-SYN_FLOOD,0.5412,ROGUE,HIGH,True,False
MIRAI-GREIP_FLOOD,0.3,KNOWN,LOW,True,False
BENIGN,0.1633,KNOWN,LOW,False,False
DOS-SYN_FLOOD,0.5176,ROGUE,HIGH,True,False
DDOS-ICMP_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-SYN_FLOOD,0.555,ROGUE,HIGH,True,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
RECON-HOSTDISCOVERY,0.2564,KNOWN,LOW,False,False
DOS-TCP_FLOOD,0.3837,SUSPECT,MEDIUM,True,False
VULNERABILITYSCAN,0.182,KNOWN,LOW,False,False
DOS-UDP_FLOOD,0.4889,ROGUE,HIGH,True,False
VULNERABILITYSCAN,0.0922,KNOWN,LOW,False,False
DDOS-ICMP_FLOOD,0.3,KNOWN,LOW,True,False
DOS-TCP_FLOOD,0.4882,ROGUE,HIGH,True,False
DDOS-ICMP_FLOOD,0.3,KNOWN,LOW,True,False
DOS-UDP_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-RSTFINFLOOD,0.3,KNOWN,LOW,True,False
DDOS-ICMP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-RSTFINFLOOD,0.3,KNOWN,LOW,True,False
DDOS-ICMP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
MIRAI-GREIP_FLOOD,0.3,KNOWN,LOW,True,False
DOS-UDP_FLOOD,0.4259,SUSPECT,MEDIUM,True,False
DDOS-ICMP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
MIRAI-GREIP_FLOOD,0.3,KNOWN,LOW,True,False
BENIGN,0.4771,ROGUE,HIGH,True,False
MITM-ARPSPOOFING,0.3097,SUSPECT,MEDIUM,True,False
MIRAI-GREETH_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-ICMP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DNS_SPOOFING,0.3759,SUSPECT,MEDIUM,True,False
DOS-UDP_FLOOD,0.4888,ROGUE,HIGH,True,False
DDOS-UDP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DOS-HTTP_FLOOD,0.3002,KNOWN,LOW,True,False
DDOS-RSTFINFLOOD,0.3,KNOWN,LOW,True,False
DDOS-RSTFINFLOOD,0.3,KNOWN,LOW,True,False
DDOS-ACK_FRAGMENTATION,0.3,KNOWN,LOW,True,False
MIRAI-GREETH_FLOOD,0.3,KNOWN,LOW,True,False
BENIGN,0.0806,KNOWN,LOW,False,False
DDOS-TCP_FLOOD,0.3978,SUSPECT,MEDIUM,True,False
DDOS-ACK_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DOS-TCP_FLOOD,0.3959,SUSPECT,MEDIUM,True,False
MIRAI-GREIP_FLOOD,0.3,KNOWN,LOW,True,False
DOS-TCP_FLOOD,0.455,ROGUE,HIGH,True,False
DDOS-SYN_FLOOD,0.5345,ROGUE,HIGH,True,False
DDOS-ACK_FRAGMENTATION,0.3,KNOWN,LOW,True,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
DDOS-UDP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-ICMP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-SYNONYMOUSIP_FLOOD,0.5588,ROGUE,HIGH,True,False
DDOS-ICMP_FLOOD,0.3,KNOWN,LOW,True,False
MITM-ARPSPOOFING,0.0043,KNOWN,LOW,False,False
DOS-TCP_FLOOD,0.449,ROGUE,HIGH,True,False
DDOS-ICMP_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-SYN_FLOOD,0.4059,SUSPECT,MEDIUM,True,False
DDOS-ACK_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-ICMP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
BENIGN,0.227,KNOWN,LOW,False,False
VULNERABILITYSCAN,0.2583,KNOWN,LOW,False,False
DOS-SYN_FLOOD,0.5497,ROGUE,HIGH,True,False
DOS-SYN_FLOOD,0.5388,ROGUE,HIGH,True,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
DDOS-PSHACK_FLOOD,0.3,KNOWN,LOW,True,False
VULNERABILITYSCAN,0.2165,KNOWN,LOW,False,False
BENIGN,0.2279,KNOWN,LOW,False,False
MIRAI-GREIP_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-RSTFINFLOOD,0.3,KNOWN,LOW,True,False
DDOS-UDP_FLOOD,0.4671,ROGUE,HIGH,True,False
DDOS-SYNONYMOUSIP_FLOOD,0.4687,ROGUE,HIGH,True,False
DOS-TCP_FLOOD,0.4926,ROGUE,HIGH,True,False
MIRAI-GREETH_FLOOD,0.3,KNOWN,LOW,True,False
MITM-ARPSPOOFING,0.0066,KNOWN,LOW,False,False
DDOS-ACK_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-SYN_FLOOD,0.4872,ROGUE,HIGH,True,False
DDOS-ICMP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DOS-UDP_FLOOD,0.3024,KNOWN,LOW,True,False
RECON-HOSTDISCOVERY,0.3191,SUSPECT,MEDIUM,True,False
MIRAI-GREIP_FLOOD,0.3,KNOWN,LOW,True,False
DOS-TCP_FLOOD,0.4616,ROGUE,HIGH,True,False
DOS-TCP_FLOOD,0.3541,SUSPECT,MEDIUM,True,False
DDOS-PSHACK_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-PSHACK_FLOOD,0.3,KNOWN,LOW,True,False
RECON-OSSCAN,0.4969,ROGUE,HIGH,True,False
DDOS-RSTFINFLOOD,0.3,KNOWN,LOW,True,False
DICTIONARYBRUTEFORCE,0.2443,KNOWN,LOW,False,False
DDOS-ACK_FRAGMENTATION,0.3,KNOWN,LOW,True,False
RECON-PORTSCAN,0.5329,ROGUE,HIGH,True,False
DDOS-TCP_FLOOD,0.3883,SUSPECT,MEDIUM,True,False
MIRAI-GREETH_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-PSHACK_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-UDP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-RSTFINFLOOD,0.3,KNOWN,LOW,True,False
DDOS-ICMP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DOS-UDP_FLOOD,0.4508,ROGUE,HIGH,True,False
DDOS-SYNONYMOUSIP_FLOOD,0.4673,ROGUE,HIGH,True,False
DDOS-UDP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
DDOS-PSHACK_FLOOD,0.3,KNOWN,LOW,True,False
BENIGN,0.0926,KNOWN,LOW,False,False
MITM-ARPSPOOFING,0.3553,SUSPECT,MEDIUM,True,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
DDOS-RSTFINFLOOD,0.3,KNOWN,LOW,True,False
DDOS-UDP_FLOOD,0.444,ROGUE,HIGH,True,False
VULNERABILITYSCAN,0.8279,ROGUE,CRITICAL,True,True
DDOS-UDP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-TCP_FLOOD,0.3036,KNOWN,LOW,True,False
DDOS-SYNONYMOUSIP_FLOOD,0.5568,ROGUE,HIGH,True,False
DDOS-TCP_FLOOD,0.4954,ROGUE,HIGH,True,False
DDOS-RSTFINFLOOD,0.3,KNOWN,LOW,True,False
DDOS-TCP_FLOOD,0.432,SUSPECT,MEDIUM,True,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
DOS-SYN_FLOOD,0.5339,ROGUE,HIGH,True,False
DDOS-ICMP_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-SYNONYMOUSIP_FLOOD,0.5266,ROGUE,HIGH,True,False
DDOS-ICMP_FLOOD,0.3,KNOWN,LOW,True,False
VULNERABILITYSCAN,0.248,KNOWN,LOW,False,False
DDOS-TCP_FLOOD,0.4847,ROGUE,HIGH,True,False
BENIGN,0.192,KNOWN,LOW,False,False
DDOS-UDP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DOS-UDP_FLOOD,0.3351,SUSPECT,MEDIUM,True,False
BENIGN,0.057,KNOWN,LOW,False,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
DOS-UDP_FLOOD,0.3,KNOWN,LOW,True,False
DNS_SPOOFING,0.302,KNOWN,LOW,True,False
DDOS-ICMP_FLOOD,0.3,KNOWN,LOW,True,False
DOS-SYN_FLOOD,0.324,SUSPECT,MEDIUM,True,False
DDOS-UDP_FLOOD,0.3963,SUSPECT,MEDIUM,True,False
DDOS-ICMP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DNS_SPOOFING,0.162,KNOWN,LOW,False,False
DDOS-SYN_FLOOD,0.5438,ROGUE,HIGH,True,False
DDOS-ICMP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-UDP_FLOOD,0.4042,SUSPECT,MEDIUM,True,False
VULNERABILITYSCAN,0.1272,KNOWN,LOW,False,False
DDOS-HTTP_FLOOD,0.3174,SUSPECT,MEDIUM,True,False
VULNERABILITYSCAN,0.0446,KNOWN,LOW,False,False
DDOS-UDP_FLOOD,0.3135,SUSPECT,MEDIUM,True,False
DDOS-ICMP_FLOOD,0.3,KNOWN,LOW,True,False
MIRAI-GREETH_FLOOD,0.3,KNOWN,LOW,True,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
DDOS-TCP_FLOOD,0.4377,SUSPECT,MEDIUM,True,False
DDOS-UDP_FLOOD,0.4633,ROGUE,HIGH,True,False
MIRAI-GREIP_FLOOD,0.3,KNOWN,LOW,True,False
MITM-ARPSPOOFING,0.3081,KNOWN,LOW,True,False
DNS_SPOOFING,0.1955,KNOWN,LOW,False,False
DDOS-UDP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
MITM-ARPSPOOFING,0.0797,KNOWN,LOW,False,False
DDOS-TCP_FLOOD,0.4135,SUSPECT,MEDIUM,True,False
VULNERABILITYSCAN,0.0931,KNOWN,LOW,False,False
VULNERABILITYSCAN,0.4134,SUSPECT,MEDIUM,True,False
DDOS-UDP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-RSTFINFLOOD,0.3,KNOWN,LOW,True,False
RECON-OSSCAN,0.5136,ROGUE,HIGH,True,False
MIRAI-GREETH_FLOOD,0.3,KNOWN,LOW,True,False
RECON-PORTSCAN,0.1519,KNOWN,LOW,False,False
DOS-SYN_FLOOD,0.5435,ROGUE,HIGH,True,False
MIRAI-GREIP_FLOOD,0.3594,SUSPECT,MEDIUM,True,False
DDOS-PSHACK_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-RSTFINFLOOD,0.3,KNOWN,LOW,True,False
BENIGN,0.0202,KNOWN,LOW,False,False
DDOS-PSHACK_FLOOD,0.3,KNOWN,LOW,True,False
MIRAI-GREIP_FLOOD,0.3,KNOWN,LOW,True,False
MITM-ARPSPOOFING,0.003,KNOWN,LOW,False,False
DOS-UDP_FLOOD,0.3,KNOWN,LOW,True,False
MITM-ARPSPOOFING,0.333,SUSPECT,MEDIUM,True,False
DOS-TCP_FLOOD,0.3566,SUSPECT,MEDIUM,True,False
DDOS-UDP_FLOOD,0.4346,SUSPECT,MEDIUM,True,False
DNS_SPOOFING,0.0001,KNOWN,LOW,False,False
RECON-OSSCAN,0.2537,KNOWN,LOW,False,False
DDOS-RSTFINFLOOD,0.3,KNOWN,LOW,True,False
DDOS-TCP_FLOOD,0.4324,SUSPECT,MEDIUM,True,False
DOS-SYN_FLOOD,0.5535,ROGUE,HIGH,True,False
DDOS-ICMP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-ICMP_FLOOD,0.3,KNOWN,LOW,True,False
DNS_SPOOFING,0.3064,KNOWN,LOW,True,False
DDOS-ICMP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DOS-UDP_FLOOD,0.4784,ROGUE,HIGH,True,False
DDOS-TCP_FLOOD,0.4282,SUSPECT,MEDIUM,True,False
DOS-UDP_FLOOD,0.3094,KNOWN,LOW,True,False
DDOS-ACK_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DOS-SYN_FLOOD,0.4627,ROGUE,HIGH,True,False
DOS-TCP_FLOOD,0.4543,ROGUE,HIGH,True,False
DOS-UDP_FLOOD,0.4027,SUSPECT,MEDIUM,True,False
DDOS-SYN_FLOOD,0.4025,SUSPECT,MEDIUM,True,False
DOS-SYN_FLOOD,0.3207,SUSPECT,MEDIUM,True,False
DDOS-SYN_FLOOD,0.4762,ROGUE,HIGH,True,False
DOS-TCP_FLOOD,0.3779,SUSPECT,MEDIUM,True,False
DDOS-ICMP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-ICMP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-SYN_FLOOD,0.4833,ROGUE,HIGH,True,False
VULNERABILITYSCAN,0.055,KNOWN,LOW,False,False
DDOS-SYNONYMOUSIP_FLOOD,0.4685,ROGUE,HIGH,True,False
DDOS-ACK_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DOS-TCP_FLOOD,0.3209,SUSPECT,MEDIUM,True,False
DDOS-PSHACK_FLOOD,0.3,KNOWN,LOW,True,False
MIRAI-GREETH_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-SYN_FLOOD,0.5259,ROGUE,HIGH,True,False
DDOS-RSTFINFLOOD,0.3,KNOWN,LOW,True,False
DDOS-SYN_FLOOD,0.4271,SUSPECT,MEDIUM,True,False
DDOS-TCP_FLOOD,0.4378,SUSPECT,MEDIUM,True,False
DDOS-PSHACK_FLOOD,0.3,KNOWN,LOW,True,False
DOS-UDP_FLOOD,0.3025,KNOWN,LOW,True,False
DDOS-ACK_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DOS-SYN_FLOOD,0.4472,ROGUE,HIGH,True,False
VULNERABILITYSCAN,0.2506,KNOWN,LOW,False,False
BENIGN,0.0675,KNOWN,LOW,False,False
DOS-TCP_FLOOD,0.4567,ROGUE,HIGH,True,False
DDOS-UDP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DOS-SYN_FLOOD,0.4289,SUSPECT,MEDIUM,True,False
DDOS-ICMP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
RECON-OSSCAN,0.1915,KNOWN,LOW,False,False
DOS-SYN_FLOOD,0.4446,ROGUE,HIGH,True,False
DDOS-ICMP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
BENIGN,0.0763,KNOWN,LOW,False,False
DDOS-SYN_FLOOD,0.5402,ROGUE,HIGH,True,False
DDOS-UDP_FLOOD,0.321,SUSPECT,MEDIUM,True,False
DDOS-SYN_FLOOD,0.5435,ROGUE,HIGH,True,False
RECON-HOSTDISCOVERY,0.3836,SUSPECT,MEDIUM,True,False
BENIGN,0.1857,KNOWN,LOW,False,False
DDOS-UDP_FLOOD,0.3821,SUSPECT,MEDIUM,True,False
BENIGN,0.2162,KNOWN,LOW,False,False
DDOS-PSHACK_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-ICMP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-ICMP_FLOOD,0.3,KNOWN,LOW,True,False
DOS-SYN_FLOOD,0.4994,ROGUE,HIGH,True,False
DOS-TCP_FLOOD,0.3595,SUSPECT,MEDIUM,True,False
